0,0.0,40.0 0.0,0.0,-40.0 -0.0,40.0,0.0
0,0.5026415953341044,39.99684176815264 0.0,-0.5026415953341044,-39.99684176815264 0.0,39.99684176815264,-0.5026415953341044
0,1.0052038177334992,39.987367571332 0.0,-1.0052038177334992,-39.987367571332 0.0,39.987367571332,-1.0052038177334992
0,1.5076073067973816,39.971578905623566 0.0,-1.5076073067973816,-39.971578905623566 0.0,39.971578905623566,-1.5076073067973816
0,2.009772727190782,39.949478264240696 0.0,-2.009772727190782,-39.949478264240696 0.0,39.949478264240696,-2.009772727190782
0,2.511620781172535,39.921069137130864 0.0,-2.511620781172535,-39.921069137130864 0.0,39.921069137130864,-2.511620781172535
0,3.0130722211173087,39.88635601042456 0.0,-3.0130722211173087,-39.88635601042456 0.0,39.88635601042456,-3.0130722211173087
0,3.5140478620297273,39.8453443657269 0.0,-3.5140478620297273,-39.8453443657269 0.0,39.8453443657269,-3.5140478620297273
0,4.014468594048596,39.798040679252004 0.0,-4.014468594048596,-39.798040679252004 0.0,39.798040679252004,-4.014468594048596
0,4.514255394939267,39.744452420800336 0.0,-4.514255394939267,-39.744452420800336 0.0,39.744452420800336,-4.514255394939267
0,5.01332934257217,39.684588052579116 0.0,-5.01332934257217,-39.684588052579116 0.0,39.684588052579116,-5.01332934257217
0,5.511611627385523,39.61845702786605 0.0,-5.511611627385523,-39.61845702786605 0.0,39.61845702786605,-5.511611627385523
0,6.009023564830283,39.546069789516565 0.0,-6.009023564830283,-39.546069789516565 0.0,39.546069789516565,-6.009023564830283
0,6.505486607795343,39.467437768314724 0.0,-6.505486607795343,-39.467437768314724 0.0,39.467437768314724,-6.505486607795343
0,7.000922359011042,39.382573381168214 0.0,-7.000922359011042,-39.382573381168214 0.0,39.382573381168214,-7.000922359011042
0,7.495252583428985,39.291490029147546 0.0,-7.495252583428985,-39.291490029147546 0.0,39.291490029147546,-7.495252583428985
0,7.988399220576281,39.194202095369874 0.0,-7.988399220576281,-39.194202095369874 0.0,39.194202095369874,-7.988399220576281
0,8.480284396882185,39.09072494272774 0.0,-8.480284396882185,-39.09072494272774 0.0,39.09072494272774,-8.480284396882185
0,8.970830437975247,38.98107491146308 0.0,-8.970830437975247,-38.98107491146308 0.0,38.98107491146308,-8.970830437975247
0,9.459959880948988,38.86526931658696 0.0,-9.459959880948988,-38.86526931658696 0.0,38.86526931658696,-9.459959880948988
0,9.947595486594192,38.74332644514524 0.0,-9.947595486594192,-38.74332644514524 0.0,38.74332644514524,-9.947595486594192
0,10.433660251595878,38.61526555333096 0.0,-10.433660251595878,-38.61526555333096 0.0,38.61526555333096,-10.433660251595878
0,10.91807742069301,38.481106863443436 0.0,-10.91807742069301,-38.481106863443436 0.0,38.481106863443436,-10.91807742069301
0,11.400770498799044,38.340871560695035 0.0,-11.400770498799044,-38.340871560695035 0.0,38.340871560695035,-11.400770498799044
0,11.881663263081396,38.194581789865715 0.0,-11.881663263081396,-38.194581789865715 0.0,38.194581789865715,-11.881663263081396
0,12.360679774997896,38.04226065180614 0.0,-12.360679774997896,-38.04226065180614 0.0,38.04226065180614,-12.360679774997896
0,12.837744392288378,37.883932199789776 0.0,-12.837744392288378,-37.883932199789776 0.0,37.883932199789776,-12.837744392288378
0,13.312781780919467,37.71962143571458 0.0,-13.312781780919467,-37.71962143571458 0.0,37.71962143571458,-13.312781780919467
0,13.785716926980683,37.54935430615496 0.0,-13.785716926980683,-37.54935430615496 0.0,37.54935430615496,-13.785716926980683
0,14.25647514853003,37.37315769826448 0.0,-14.25647514853003,-37.37315769826448 0.0,37.37315769826448,-14.25647514853003
0,14.724982107387119,37.19105943553005 0.0,-14.724982107387119,-37.19105943553005 0.0,37.19105943553005,-14.724982107387119
0,15.191163820872045,37.003088273378324 0.0,-15.191163820872045,-37.003088273378324 0.0,37.003088273378324,-15.191163820872045
0,15.654946673488098,36.80927389463481 0.0,-15.654946673488098,-36.80927389463481 0.0,36.80927389463481,-15.654946673488098
0,16.116257428546504,36.6096469048367 0.0,-16.116257428546504,-36.6096469048367 0.0,36.6096469048367,-16.116257428546504
0,16.575023239731365,36.40423882739982 0.0,-16.575023239731365,-36.40423882739982 0.0,36.40423882739982,-16.575023239731365
0,17.031171662602908,36.19308209864079 0.0,-17.031171662602908,-36.19308209864079 0.0,36.19308209864079,-17.031171662602908
0,17.484630666037315,35.97621006265484 0.0,-17.484630666037315,-35.97621006265484 0.0,35.97621006265484,-17.484630666037315
0,17.935328643601288,35.75365696605055 0.0,-17.935328643601288,-35.75365696605055 0.0,35.75365696605055,-17.935328643601288
0,18.383194424859514,35.52545795254178 0.0,-18.383194424859514,-35.52545795254178 0.0,35.52545795254178,-18.383194424859514
0,18.828157286613305,35.29164905739813 0.0,-18.828157286613305,-35.29164905739813 0.0,35.29164905739813,-18.828157286613305
0,19.270146964068612,35.052267201754546 0.0,-19.270146964068612,-35.052267201754546 0.0,35.052267201754546,-19.270146964068612
0,19.70909366193166,34.80735018678103 0.0,-19.70909366193166,-34.80735018678103 0.0,34.80735018678103,-19.70909366193166
0,20.14492806543043,34.55693668771341 0.0,-20.14492806543043,-34.55693668771341 0.0,34.55693668771341,-20.14492806543043
0,20.577581351260257,34.301066247746085 0.0,-20.577581351260257,-34.301066247746085 0.0,34.301066247746085,-20.577581351260257
0,21.00698519845183,34.03977927178767 0.0,-21.00698519845183,-34.03977927178767 0.0,34.03977927178767,-21.00698519845183
0,21.433071799159865,33.773117020080605 0.0,-21.433071799159865,-33.773117020080605 0.0,33.773117020080605,-21.433071799159865
0,21.855773869370765,33.50112160168567 0.0,-21.855773869370765,-33.50112160168567 0.0,33.50112160168567,-21.855773869370765
0,22.275024659527517,33.22383596783251 0.0,-22.275024659527517,-33.22383596783251 0.0,33.22383596783251,-22.275024659527517
0,22.69075796507026,32.9413039051371 0.0,-22.69075796507026,-32.9413039051371 0.0,32.9413039051371,-22.69075796507026
0,23.1029081368907,32.653570028687355 0.0,-23.1029081368907,-32.653570028687355 0.0,32.653570028687355,-23.1029081368907
0,23.511410091698927,32.3606797749979 0.0,-23.511410091698927,-32.3606797749979 0.0,32.3606797749979,-23.511410091698927
0,23.916199322300752,32.062679394835065 0.0,-23.916199322300752,-32.062679394835065 0.0,32.062679394835065,-23.916199322300752
0,24.317211907784216,31.759615945913417 0.0,-24.317211907784216,-31.759615945913417 0.0,31.759615945913417,-24.317211907784216
0,24.714384523613372,31.451537285464756 0.0,-24.714384523613372,-31.451537285464756 0.0,31.451537285464756,-24.714384523613372
0,25.107654451628022,31.138492062680932 0.0,-25.107654451628022,-31.138492062680932 0.0,31.138492062680932,-25.107654451628022
0,25.49695958994759,30.820529711031565 0.0,-25.49695958994759,-30.820529711031565 0.0,30.820529711031565,-25.49695958994759
0,25.882238462777774,30.497700440457916 0.0,-25.882238462777774,-30.497700440457916 0.0,30.497700440457916,-25.882238462777774
0,26.26343023011826,30.170055229444152 0.0,-26.26343023011826,-30.170055229444152 0.0,30.170055229444152,-26.26343023011826
0,26.640474697370067,29.837645816967285 0.0,-26.640474697370067,-29.837645816967285 0.0,29.837645816967285,-26.640474697370067
